uniprot_id,ph_optimum,ec_id
Q2PWU9,8,1.14.13.210
P32356,6.9,3.2.1.28
Q88P52,6.2,3.5.3.6
Q9HX69,8,3.1.4.52
P18440,7.3,2.3.1.5
B0Y567,8,2.4.1.-
Q7S2S4,5.5,3.2.1.164
H9CDG2,6.5,3.1.1.88
P49235,5.8,3.2.1.21
P53893,8,3.6.5.3
Q9K5E4,8.5,2.5.1.6
P44805,7,2.7.7.3
Q8U437,7.75,4.2.99.18
Q31HD9,8,4.1.1.39
Q4DEJ0,7,1.3.98.1
G3H935,7.8,6.1.1.1
P24171,7.5,3.4.15.5
Q5GMP2,7.8,2.4.1.213
Q9S3U8,9,1.14.13.217
Q9UK59,7,3.1.4.-
D0EFL2,7,1.7.1.6
Q88FF8,5,1.6.-.-; 1.6.5.2
P10959,7.4,3.1.1.1
C7ASJ5,6.5,3.2.1.23
Q48796,5.5,4.1.1.101
Q58584,7,2.5.1.9
Q8DT52,5,2.4.1.18
C0C0X3,7.25,5.3.1.4
Q2VPS0,6,3.1.3.70
Q0GYS2,8,3.1.3.72 ; 3.1.3.62 ; 3.1.3.8
P00356,7.4,1.2.1.12
Q9I2S5,8,
Q2XSC6,7,4.2.3.20
E7FHY4,5.5,3.2.1.21
A8QX00,7,5.4.99.16
Q09IZ4,8.25,3.1.1.72
Q8TBK2,10,2.1.1.-
Q6NPM8,7.5,3.1.3.15
B1KRG2,8,2.7.1.2
B0I1G6,8.75,2.7.1.30
A0A109P1X1,7.5,3.1.7.11
A0A0B6VSN3,5,2.3.2.2
E5GAF4,7.8,4.2.3.57
I1BYN6,4,3.2.1.67
M1VDX3,7.5,4.2.3.149 ; 4.2.3.151 ; 4.2.3.150
G2IQQ8,7.5,4.1.1.112; 4.1.3.17
A6H757,7.5,3.1.3.106
W6E7E9,6,4.2.2.1
P9WFE7,7.2,3.5.1.5
O94925,7.4,3.5.1.2
P23670,5.467,4.1.1.4
Q01651,8,1.2.1.12 ; 1.2.1.59
A5U4H6,7,1.7.2.1
Q4G0W2,6,3.1.3.16; 3.1.3.48
Q9M1G8,6.8,4.2.1.130
Q2XWL3,8.625,
M5AXT3,7,3.2.1.193
P16442,7,2.4.1.37
E7D6C1,5,1.1.99.18
Q01772,5.5,1.2.3.15
P07813,7.5,6.1.1.4
P15067,6,3.2.1.196
A5LGH2,7.6,1.14.13.20
G2QFD0,4,1.-.-.-
P72097,6,2.4.3.6
Q55FE6,5,3.2.1.176
P08308,7.3,2.1.3.3
Q8GZD8,8,3.4.11.1
P96965,8,3.7.1.9
B1XNF8,9,2.6.1.19 ; 2.6.1.11
W8JNL4,6.5,2.5.1.63
D0KQM8,5,3.2.1.20
O48935,7,4.2.3.47
C7GP37,7.5,2.7.7.9
C6L862,8,3.1.1.81
Q09735,8.5,3.4.11.1
Q8VPF1,7.8,2.3.1.174
A3DD66,7,3.2.1.39
A1RX09,6,2.7.1.40
A1YPR3,7.5,5.1.3.33
Q9UKM7,6.7,3.2.1.113
Q9LQF2,7.5,3.2.1.26
A0A2K1JMA3,8,5.4.99.5
Q9UV68,5,3.2.1.8
P80099,7.5,2.4.1.25
Q9RWH9,8,3.2.2.27
O97020,7.4,2.7.11.14
G2QHR7,6.5,3.2.1.151
U5ILS4,8,1.2.1.19
P00509,7.75,2.6.1.1
A0A0S2SWE4,7,5.4.4.6 ; 1.13.11.60
Q88B12,8.2,3.8.1.10
Q95X01,5.5,3.2.1.147
C7NVN0,9.5,3.2.1.91
P04247,6.1,1.11.1.16
P08897,7.7,3.4.21.49
Q9WYJ4,7.6,2.4.1.361
A0A385TZ63,9,2.3.1.178
Q0CFW4,5,3.2.1.4
P73322,8,4.1.3.40
I6WXK4,5.5,3.1.3.-; 3.1.3.16; 3.1.3.48
Q8JFY9,7.5,4.6.1.-
A0A4T9XYM9,7.6,2.7.1.33
Q40144,6,2.4.1.207
O29876,8.5,4.2.99.18
Q9KWY4,10,3.1.3.1
F5CI28,5,3.2.1.8
P15651,7.4,1.3.8.1
K9RZL7,7,1.1.1.183
A0A0S2I5F8,7,2.4.1.123
Q9N0A4,7.2,5.3.99.3
Q57580,7.2,3.5.1.102
G1C2I2,7.5,2.5.1.47
Q9LSQ4,9,6.3.2.-
C6GFH7,6,3.2.1.39
P00693,5.5,3.2.1.1
D8X181,7.5,4.2.2.2
Q8KBP5,7,1.16.3.1
Q97UA0,7.5,4.2.1.141
Q91XT9,7,3.5.1.23
Q4V7C6,7.9,6.3.5.2
Q6STM1,7.5,1.14.14.108
O93623,7.5,2.7.1.30
I3WTS0,8,1.1.1.205
P77397,7.4,1.14.13.127
Q1DDS6,8,2.3.2.5
Q06191,8.25,2.6.1.1
F1T2J9,6.75,1.1.1.237
K7ZBX8,8,3.6.1.5
A0A0H3JPH0,8,4.2.1.115
Q585F3,7.7,3.4.22.-
Q96RP7,6.5,2.8.2.-
A0A0H2ZQ64,7,3.1.3.48
J9SJ08,3.5,3.2.1.20 ; 3.2.1.207
Q76FS5,8,2.5.1.85
Q9F131,7.5,1.14.13.24
P23469,6.7,3.1.3.48
O02611,8,5.3.1.1
Q72JY1,7.2,2.7.4.1
Q5NLA9,6,2.3.2.5
P0CD66,5,3.2.1.20
Q9F8X1,6.75,2.4.1.280
Q9WZP2,7.1,3.4.21.1
A8NU13,8,4.2.3.129 ; 4.2.3.127 ; 4.2.3.128
Q9XC60,9,1.1.1.367
Q9XDT2,10.5,4.2.2.2
P81382,9,1.4.3.2
B2MU09,7.9,3.1.21.4
Q8TNM0,8,3.2.2.27
P31473,7.5,3.6.3.-
A0A0H3M8A2,7.5,3.1.26.3
Q16222,7.5,2.7.7.83 ; 2.7.7.23
Q16769,7.5,2.3.2.5
Q96YR7,8,5.6.2.3 ; 5.6.2.4
B6Q5I3,8,3.5.5.1
O87605,7.3,1.14.15.33
Q1JU62,7,4.1.1.22
Q8GCB2,11,4.2.2.22
P11411,7.6,1.1.1.363
A0A385GJJ6,9,1.4.1.9
H7CE71,9,2.6.1.57
P55212,7.5,3.4.22.59
Q5JZX2,4.7,2.4.1.207
A0A0F7MYK0,6,3.2.1.8
P0AC13,8.5,2.5.1.15
D2K7Z0,7,3.2.1.151
Q9Y6L6,6.5,
Q6XKX6,6,5.4.99.11
Q8LJ81,8,5.5.1.18
A0A1B1LML0,6,3.1.1.73
C7EDT0,5.5,3.1.1.20
Q9FL33,8,5.6.2.4
P0AE22,6,3.1.3.2
A0A077ERI8,7,4.2.2.21
F8RL01,5,7.4.2.1
P0AEY5,7,1.6.5.10
Q0J998,7.5,2.1.1.278
A0A1W6AKT2,6,3.2.1.39
A8M783,8,3.13.2.3
K0DDQ9,7.5,2.7.3.3
O07006,5,4.1.1.102
Q5EI63,7.5,1.6.5.2
Q3IZ91,7.75,1.3.1.85
P80210,8,6.3.4.4
Q47096,7,3.2.1.4
Q6F4N4,7,3.2.1.81
A0A0U2LZJ6,2.6,1.10.3.2
O29313,7,6.3.1.2
D5AHU8,7.5,4.1.2.4
F2ZAE0,7.5,1.14.14.86
Q3S4B7,8.4,1.14.13.24
F4KEV7-2,6.8,3.6.1.29
P33897,7.6,7.6.2.4
Q9UUF3,4.75,3.6.1.52
B4Z1D7,10.22,3.1.3.1
P22441,9.4,1.1.1.233
A0A1A6GB48,5.5,1.1.1.27
Q68AP4,7.25,3.5.1.91
K4Q1U9,8.2,2.7.7.7
Q6QGP7,8.5,3.4.24.-
Q27HX3,5.5,3.4.22.1
A5A699,7.5,3.2.1.14
Q0P9B5,6,2.4.1.62
Q57661,7.25,1.5.99.15
A2SZ52,8,2.3.1.87
E9LK91,7.5,1.15.1.1
Q8DPQ3,7.5,3.1.3.5
G0LC40,7,2.4.2.8
A0A2Z6G7P5,5,3.2.1.80
Q9N2D4,2,3.4.23.1
Q9SAR0,7.3,4.4.1.14
A3SLM3,8,1.14.13.148
P70500,8,2.7.8.11
P14555,7.4,3.1.1.4
A0A2U8JGA6,5.4,3.4.22.1
Q16719,7.5,3.7.1.3
C0QRQ2,8,2.4.1.266
Q9CAK8,6,4.6.1.12
P56817,4.5,3.4.23.46
Q8NRE6,8,2.6.1.17
Q29476,7.2,2.8.2.1
Q9X2G3,6,2.4.1.20
A0A0X9FVC0,7.3,3.1.1.7
Q6A0I4,8,3.1.1.74
P21888,7.5,6.1.1.16
O26010,7.9,2.7.7.3
P56818,4.5,3.4.23.46
Q86JJ0,7.3,2.1.1.220
A8DEZ8,6,5.1.1.4
P0A790,7,4.1.1.11
Q5W503,9,3.1.8.1
Q75ZW9,6,3.2.1.14
A0A3F2YLV6,8,1.13.12.7
P48735,7.45,1.1.1.42
J9XTR7,7.2,3.5.2.6
P9WJM7,8.35,2.3.1.189
G7LSK3,6.5,2.4.1.10
Q8TZY2,7.5,2.7.4.3
B3VA58,7.5,2.4.1.153
Q9SYK0,5,3.2.1.52
P10724,8,5.1.1.1
A8TKU6,8.9,3.1.3.1
Q42588,7.6,2.3.1.30
Q4QZ27,4.5,1.11.1.16
Q6FJA3,6.25,4.1.1.1
A0A3Q0KZS1,7,2.4.1.211
P31688,6,3.1.3.12
Q58487,8.25,2.7.1.36
Q8FDQ2,7.8,5.3.1.13
Q9KJE7,6.2,4.2.1.180
Q75S83,8.5,3.4.14.5
P16250,7.5,5.3.1.24
S8FGV1,3.25,1.10.3.2
Q13609,7.2,3.1.21.-
C1L320,6,2.4.1.120
C7FDI4,7,1.1.1.17
Q8ZYE0,6,2.7.1.40
Q60I38,8.375,2.6.1.52
Q9RBS3,7.75,2.7.2.3
Q42432,7.2,1.4.3.22
A0A8B0RBM2,8.5,3.1.1.1
C0LL35,8.5,4.3.1.24
Q6H9K0,4,3.2.1.67
P95727,7.5,1.3.1.120
G7H7Y1,8.5,3.4.11.19
Q9KC89,9.5,2.7.7.-
Q6L6S1,3.5,3.2.1.123
P29114,6.5,1.13.11.58
A3DD67,6,3.2.1.145
A1RVM8,7.5,1.5.99.13
A0A0B4K692,7.25,3.4.24.11
Q8W4T9,7.5,1.14.14.106
A4F2M4,8.5,2.4.1.21
O35820,6,3.2.2.-
D0AB09,7.4,2.3.1.97
Q9M9H6,7.5,2.7.1.32
P56081,7,4.2.3.4
Q00828,7,3.1.3.-
Q12068,7.5,1.1.1.283
A0A0H3KB22,7.4,4.3.99.3
C6JUG1,7.5,1.17.9.1
O82827,7.4,2.5.1.31
Q10Q09,6.8,3.1.4.1
Q8RY24,7.5,2.4.1.14
O30245,7.5,2.7.11.1
Q9N119,7.4,1.1.1.145
P0AET8,8.5,1.1.1.159
Q9HJT3,6.6,2.7.1.20; 2.7.1.213; 2.7.1.73
C6L7V9,7.5,2.3.1.219 ; 2.3.1.217
Q60352,8.5,2.7.4.26
A0A3G4RHV5,8.5,2.7.1.63
Q9YA49,7,4.2.1.182
O52935,7.3,1.3.1.31
B9VTP5,8,4.4.1.23
P42416,7.75,4.2.1.44
H2C8H2,8,2.7.1.161
Q8MZR8,7.5,1.8.1.12
Q9HFS9,5.5,3.2.1.99
P41888,9,2.7.6.2
C0LZJ7,7.4,3.2.1.28
O67931,6.5,1.8.5.4
A0A191KCR0,5.5,3.2.1.21
J9PXA2,4.25,3.2.1.1
Q96T60,7.4,2.7.1.78
Q5S260,7,3.5.1.77
C0LNV1,6.5,1.3.1.31
C1DMP8,6,5.4.99.11
A4R5S9,5.625,1.11.1.21
A0A223AMX9,7,3.5.1.97
O07051,7.7,4.1.2.49
P40353,8,2.3.1.84; 3.1.2.20
P26257,7,3.2.1.23
Q9FPN5,7.5,1.14.14.82
Q9LE86,8,1.14.11.60
Q0P9D3,7.7,2.6.1.34
A1DRD5,8,3.4.24.25
Q20CL6,7.4,2.4.1.17
O15635,7.5,2.5.1.47
A0QWG6,7.5,2.4.1.345
O35002,7.5,3.4.21.102
A0A193AUF6,5,2.4.1.120; 2.4.1.136; 2.4.1.170; 2.4.1.177; 2.4.1.194; 2.4.1.81
P00947,7,5.3.3.1
D3JC16,5.383,2.4.1.140
A0A1D8GRD5,8.25,3.5.1.93
Q97WS1,2,3.4.23.42
O25836,6,3.5.1.49
A0A3G1ICG7,7.4,2.3.1.75 ; 2.3.1.20
Q8NW68,7.7,6.1.1.3
Q5PRC6,6,3.3.2.10
Q6L0S1,7.8,1.1.1.1
P29068,7.5,3.4.17.18
P9WNG5,6.8,2.3.1.39
Q83XD3,8.25,2.7.4.33
C5B2R8,5.3,1.5.1.47
Q5KSN5,5.5,5.5.1.13
G5EFZ1,8,5.4.2.12
P12544,7.5,3.4.21.78
C0ZNA9,7,1.1.3.6
Q6XBH1,5,3.1.4.46
Q7XSK0,5,3.2.1.21
Q8K4H1,7.4,3.5.1.9
B0B744,8.2,4.1.1.39
Q9P359,5,3.2.1.15
Q38857,6.25,2.4.1.207
A8R5V3,7.5,2.5.1.18
U6BLZ9,4.7,3.2.1.55
Q00496,7.4,3.4.24.69
G5ELA4,6,1.13.11.18
P17858,7.4,2.7.1.11
Q9NTG7,7.8,2.3.1.286
Q6K6Z5,8,3.4.19.12
P9WHS9,7.5,3.5.1.18
Q8L1B1,7.5,6.1.1.5
A0A6L7HA71,7.5,5.4.99.18
Q9ST97,6.3,2.4.1.101
Q7K237,6.65,2.4.1.122
B1KN79,7.5,1.3.2.-
P27545,7.45,2.3.1.299
Q980S1,6.5,5.4.2.8 ; 5.4.2.2
Q84ZW8,7,4.2.3.49
Q8YX97,7.2,6.1.1.9
P80907,9.7,1.-.-.-
Q4X066,8,1.14.99.56
P00450,6.1,1.16.3.1
B9GJG7,7.4,2.1.1.278
Q8RXA5,7.5,2.4.1.215
P77748,8,1.1.99.39
Q4VCL9,6.767,7.1.2.1
D7REY5,7,1.17.5.2
A0A067XSJ2,5.5,3.2.1.151
Q9VDC6,8.4,6.3.2.-
Q4FME3,8,5.1.1.1 ; 4.4.1.13
Q7LIJ0,7,3.2.1.176
A0A150QXP6,7.4,5.4.99.18
Q90W31,8,3.1.21.1
Q27564,7.5,2.7.1.21
Q59943,9,3.1.3.11
S7ZRR2,7,3.2.1.37
Q16774,7.5,2.7.4.8
Q03220,7.75,3.6.1.74
Q7NAQ4,7.6,5.3.1.1
J9MJK9,7.5,2.2.1.2
Q8U0Q0,6.75,2.4.1.1
A6YH85,6,4.4.1.13
Q9I234,7.4,3.5.1.9
C6KID9,7.5,1.3.99.4
Q25QU7,10.5,1.1.1.37
P77215,7.9,4.2.1.90
P03433,8,2.7.7.48
Q46920,7,1.7.1.13
Q9M0D1,7,2.4.1.207
Q6Q272,7.5,1.14.14.9
Q9RWN5,7.5,3.6.5.6
A0A0E4AX59,6,1.1.1.283 ; 1.1.1.184
M5EES5,7,1.13.11.12
Q57851,8.3,4.1.2.25
B5MGR1,5,3.2.1.55
O87393,6.8,6.3.1.2
P00488,6.5,2.3.2.13
Q9C9L4,7,1.14.14.18
Q9Z188,7.4,2.7.12.1
D4GT97,8.5,3.6.1.1
A0A9J9HGY6,6.75,4.1.2.-
Q60G79,6.8,1.5.3.25
C5J3R6,6.5,1.1.1.307
Q99497,7,3.5.1.124
I1RII8,7,3.2.1.8
Q13554,7.6,2.7.11.17
P38998,7.5,1.5.1.7
P45568,7.475,1.1.1.267
Q99NF1,7.4,1.13.11.71
Q9C899,6.5,1.14.11.61
P36186,8,5.3.1.1
A7XDQ9,6.5,2.4.1.-
Q58923,8,5.3.1.1
Q8TP42,7,3.1.11.2
Q9SPM5,6.5,3.6.1.6 ; 3.6.1.5
X5CIW4,5,3.2.1.4
G0YFD9,8,3.1.1.2
P50740,6.75,5.3.3.2
P74250,8.2,1.11.1.22
Q9RZM4,7.5,3.2.1.143
A9ZPD1,7.5,2.4.1.18
C0LA90,7.5,3.1.1.88
O30012,7.5,5.4.99.5
Q2I0L7,7.25,6.2.1.1
F8WSQ0,5,3.2.1.14
P21454,7.5,2.4.2.31
I3W8N2,6,3.2.1.73
A0A2Z5V6P8,6,2.4.1.136
A0A1S4F2V5,5,3.4.22.15
F9VNG5,8,1.1.1.3
P23830,7.5,2.7.8.8
P0C2D2,6.5,1.4.3.2
P85973,7.4,2.4.2.1
P83513,5.6,3.2.1.8; 3.5.1.-
P63224,8,5.3.1.28
D7P1H2,8,6.3.2.3 ; 6.3.2.2
Q5GRG2,7.2,3.1.1.1
K9DE84,7,3.2.1.54
A5HLX5,7,1.14.13.22
A0A1D8PG20,8,2.6.1.39 ; 2.6.1.57
P00571,10,2.7.4.3; 2.7.4.4; 2.7.4.6
C6W7B1,5.5,3.2.1.197
A0A1B4XTS0,9.25,1.1.1.9 ; 1.1.1.12
Q58L91,7.4,3.4.21.6
Q8E378,7.5,3.5.1.88
Q15166,8.25,3.1.1.2 ; 3.1.1.25 ; 3.1.8.1
I3RFR5,6,5.4.2.6
G0UYF4,7.2,2.7.1.40
Q9LZF7,7,3.4.19.12
A0A4P8GNL5,8,2.6.1.82
A3DC06,8.5,4.2.2.23
Q8J2Z5,7.5,6.4.1.2
B4XVN1,6.5,3.2.1.8
A0A1D8NJ27,7,2.3.1.51
Q53HV7,7.75,3.2.2.27
P0A9C9,7.5,3.1.3.11
Q1XH04,5.5,3.2.1.182; 3.2.1.21
A0A0S3X5N5,8,2.7.7.9
O80642,8.2,2.5.1.59
A0A0C6E754,7,1.1.1.219
Q6K9M5,7.6,5.1.3.6
P48320,8.25,4.1.1.15
Q94FV7,8.4,2.3.1.212
H6V962,7.5,2.3.1.20
H2FL91,7.25,2.3.1.177
Q08IT1,7.45,4.2.1.125
P9WI83,7.5,2.7.11.1
Q9AQF4,6.5,3.2.1.4
P0ABQ4,7.267,1.5.1.3
U5D896,8,5.4.99.5
P38626,5.6,1.6.2.2
Q5ZUR9,10,1.1.1.205
Q9H227,6.25,3.2.1.21; 3.2.1.45; 3.2.1.46
B9UCR2,4.4,3.4.22.15
D2QDA5,7.7,5.1.3.11
Q53865,6.5,1.3.1.86
P78055,8.5,4.1.2.-
A0A067YIW8,8.5,1.1.3.13
P23381,7.5,6.1.1.2
Q57757,7.5,3.5.3.11
I3QNS9,6,3.5.1.24
Q8U4Q3,8,3.1.4.58
P48775,7.75,1.13.11.11
D2J2T6,7,3.1.1.81
Q9EY50,7.5,2.3.2.10
A0A1U8QNG8,9.4,1.-.-.-
W8QF82,7.6,3.2.1.85
E5RP65,7,2.5.1.136
Q8VEI3,7,3.2.1.35
B2J528,8.1,4.3.1.24
Q86WU2,7.5,1.1.2.4
Q8X176,5.25,3.1.3.2
B5G555,2.75,1.10.3.2
A7LXU0,6.5,3.2.1.55
Q93KD6,7.5,7.3.2.6
P33221,8,6.3.1.21
I6TNE2,5.5,3.2.1.21
D4QF24,7.5,2.2.1.-
Q3S559,9.85,1.4.1.18
Q15256,7.3,3.1.3.48
Q7X0P3,7,1.13.11.87 ; 1.13.11.85
Q9AQM4,7.25,3.7.1.13
P16954,7.5,2.4.1.18
O00093,6.5,3.1.3.-; 3.1.3.8
Q16853,7.6,1.4.3.21
Q9SI93,7,2.4.1.46
A0A1W5YNV1,5,3.2.1.4
Q727P4,9.5,
P46655,7.2,6.1.1.17
Q59495,6.75,2.4.1.7
Q9AEM1,6.8,4.1.1.32
C4LSS0,8.75,3.5.3.1
Q63151,8,6.2.1.3
Q8WXS8,7.5,3.4.24.14
P54869,8.2,2.3.3.10
T1SEU9,5.5,1.1.1.195
Q9ZV87,7.4,2.3.1.23
Q70JA7,6,2.4.1.175
P40553,6.5,1.11.1.24
P94522,6,3.2.1.99
Q8TCC7,6,
Q10LP5,7.5,2.4.1.13
Q0CCX5,2.5,1.14.13.43
P22192,8.5,3.1.26.3
A7LCL1,6.8,1.14.14.20
P51105,7.5,1.1.1.219
Q9AV98,6,4.1.1.35
F6JRN6,8,1.15.1.1
P23522,8,4.1.2.20
K0EFJ2,8,3.4.24.27
P31327,7.5,6.3.4.16
A9KM56,6.5,2.4.1.282
Q8NA58,7,3.1.13.4
O15918,7.4,4.3.2.2
A0A0H3E2X6,8,1.14.99.53
B5G4Y8,5.5,3.4.22.15
A0A0G4AKV1,5.75,3.1.4.4
Q5QHG5,7,3.4.11.-
Q9JLI6,9,4.4.1.16
P9WMQ1,7.5,5.6.2.4
Q9P8H5,7.3,1.1.99.18
C0HLV7,6,1.10.3.2
O35010,8.5,3.4.14.13
A0A286QJY9,5.5,3.2.1.41
Q6XMH6,6.5,3.4.11.18
P54948,6.8,3.5.1.11
Q9HXT9,7.5,2.7.7.65
P46925,4.5,3.4.23.39
Q81RP3,8,6.3.1.5
O55096,9,3.4.14.4
Q9REV4,8,5.1.3.14
G8JZS4,6.5,3.2.1.3
Q2HXI6,8.25,2.1.1.159
Q8NU98,7,2.7.11.1
Q9NPD5,6.5,
P56558,6,2.4.1.255
P35610,7.4,2.3.1.26
Q9SZ92,7.5,2.7.1.32
Q0E4W0,5.5,2.2.1.2
C6G1Y8,7.5,1.1.1.267
C0HLV2,2.5,3.4.21.26
A0A6L8PTV5,8,5.1.3.2
Q9P8P3,5,3.2.1.176
D3TTH9,6.25,1.13.11.58
G0ZDR5,8,3.2.1.81
Q5T3U5,7.5,7.6.2.2; 7.6.2.3
P36537,7.4,2.4.1.17
A0A1L1VVY8,7.8,5.5.1.33
A9CK16,6,3.5.4.33
Q5SL04,9.5,1.1.1.3
Q93YU6,7.75,2.1.1.228
P06807,8.5,3.4.21.-
Q39254,7,
I1RLL3,7,3.1.1.-
B1B554,4.5,1.11.1.13
P93648,8.75,3.4.21.53
Q9F234,6.8,3.2.1.20
Q3L6N4,6,3.2.1.52
H2VFK0,7.8,4.2.1.169
A0A2A9FGJ5,10.5,1.4.1.1
P06721,8.5,4.4.1.13
Q2SWW9,8,1.1.1.205
A5K7H9,7.5,3.4.11.18
Q72L69,5.5,2.4.2.1
Q9ZP04,5,3.2.1.177
Q5SK28,9,2.5.1.104
Q9RC92,6.25,3.2.1.179
Q3SAG3,5.5,4.2.2.18
Q55650,8,2.6.1.121
B2RL07,8.3,4.2.1.1
Q6W001,6.5,2.1.1.382
P28650,6.75,6.3.4.4
Q42629,5.75,3.2.1.147
Q976G4,8,6.5.1.1
A0A1D8RK43,7,1.1.1.215
Q84C08,9,3.1.1.76
B1B1U3,7.5,4.2.3.104
P43099,5.2,4.1.1.17
Q9L816,5.5,3.2.1.39
Q58597,7.2,6.1.1.3
Q9K4Y9,9.5,2.1.3.3
C7P8V7,6.7,6.3.4.24
B2VCC3,6.5,2.4.1.10
A0A024SMV2,8.1,1.1.1.179
Q97UA1,7.8,1.2.1.26
Q9JHW9,8.5,1.2.1.36
Q9SJI9,8.5,1.13.11.20
A0A346FEE6,6.5,2.3.1.99 ; 2.3.1.133
Q3C1D4,7,1.14.12.15
Q53688,5.5,5.4.99.15
Q9S7Z3,7.8,2.3.2.15
Q9Y9L0,7,1.11.1.24
P40999,7.5,2.1.1.204
Q9KZL0,6,1.13.11.20
Q2I2N4,5,3.2.1.37
P78536,7.5,3.4.24.86
P55882,7,2.7.4.7 ; 2.7.1.49
P26817,7.5,2.7.11.15
A0A140JW76,8.5,1.1.1.8
P33232,8.5,1.1.-.-
P36917,5.5,3.2.1.8
Q5I7E1,7.5,2.5.1.91
P38218,6,3.1.3.84
Q969Z3,6.5,1.7.2.1
F2WP51,9,3.1.6.21
Q6K973,7.5,2.4.1.13
A1IJT7,7.15,1.4.7.1
G4T024,7.5,2.4.1.4
Q7URP0,7.5,2.4.1.270
Q8T381,7.25,2.8.1.2
E7CY70,4.7,3.2.1.55
Q76MX2,8.5,2.5.1.47; 4.4.1.9
Q92058,8.5,3.1.3.1
O68609,6.2,2.4.1.10
O93428,3,3.4.23.5
O82647,7,4.1.1.1
C7G3B8,6,1.1.2.8
Q6UG02,5.75,1.1.3.10
Q6LA34,9.5,1.11.1.6
Q06115,5.1,2.3.1.-; 3.5.1.-; 3.5.1.24
Q94JM2,7.5,2.7.4.8
A0A0F6SIA9,4.5,1.10.3.2
Q72SB4,7,1.8.1.9
D7UER1,7,1.14.14.155
Q2FZP6,8.6,6.3.2.7
A2IBI0,8,1.14.11.11
Q83WC4,8.8,2.1.1.156
A3DIL8,7.5,5.3.1.6
U3T1K4,8,2.7.3.3
Q9HUA0,8.7,3.5.99.10
Q4QAU9,8.7,4.2.1.2
P62058,7.4,2.3.1.35
Q7WSJ4,5.5,4.8.1.2
Q6W7J7,6.8,3.2.1.31
P32750,8,3.1.1.8
Q1IZQ3,8,2.4.1.18
Q33DR0,7.5,1.3.3.6
P00352,8,1.2.1.36
Q6ZAC1,7.5,6.2.1.12
Q1H537,7.125,1.3.1.75
Q82XE7,8.5,1.2.1.12
A0A656Z7Q3,6.5,1.3.99.4
C0SPA0,6,3.2.1.41
P61431,8,1.3.1.98
Q6U6J0,7.75,3.3.2.9
Q9ZNE0,8,4.2.1.36
C6KEM4,9.6,1.2.1.19
Q09WE7,8,2.7.7.44
A0A6G6VYG7,7.5,2.4.2.3
A0A075X1K1,5.5,3.2.1.17
Q9BXS1,8,5.3.3.2
Q27Z07,6.75,2.3.1.177
Q4J9M2,3.25,3.2.1.1 ; 3.2.1.41
D2Z028,8,2.3.1.30 ; 2.3.1.31
B5XA65,5.6,3.2.1.17
P27544,7.45,2.3.1.299
P11861,6.5,1.13.11.56
D6QST5,4,3.2.1.55
Q9HK01,7.8,1.2.1.89
Q8CH93,7.1,2.4.1.212
G2QIK8,6,3.2.1.8
F9VPH0,4,3.2.1.20
A0A191KCR2,6,3.2.1.21
I3W8N0,6,3.2.1.73
G2Q4H7,6,3.2.1.78
O42713,6.75,1.14.18.1
O60701,7.4,1.1.1.22
Q8I360,7.4,2.4.1.221
Q9UBJ2,7.6,7.6.2.4
Q50539,7.6,2.1.1.245
Q9YI16,8,2.7.3.2
Q56265,6,3.2.1.8
P0AAI5,5.8,2.3.1.179
P11155,8,2.7.9.1
Q8ZIE7,7.8,6.3.2.4
Q84NG3,7.5,1.14.14.81
A3RE51,6.7,2.3.1.75
A0A0A7EQR3,6,3.1.1.117
Q4U3E8,7.5,2.7.7.13
Q70GL3,6.25,1.13.99.1
D4P8C6,5,3.2.1.4
C5MR71,7.5,2.4.1.91
P40936,6.3,2.1.1.49; 2.1.1.96
V5XKC3,7,1.16.1.7
Q5F8J4,10.5,1.1.1.3
A0A3R5WSX8,9,3.1.6.1
Q9WXK7,7,2.7.11.-; 2.7.4.-
P10442,10,3.1.26.4
D1MI97,5,3.2.1.67
Q3C1E3,7,1.14.12.15
Q08891,6,1.2.1.42
Q9CA93,8,
Q0J290,6.75,1.5.3.14
Q6E7F1,7.4,5.4.99.59
P00690,6.917,3.2.1.1
F4JUY5,7.5,2.1.1.275
C0Z3X6,7.5,1.6.2.4
P41562,7.3,1.1.1.42
Q06AK1,8,3.2.1.14
B6EWX3,8,2.4.1.185
P05804,7.4,3.2.1.31
Q9SQT8,8.8,1.1.1.25
Q8RUF8,8.5,3.5.1.3
B9DIJ2,7,4.1.3.3
O15244,9,
Q8GSN1,7.5,2.1.1.267
Q8RQP9,7.5,1.5.1.36
Q42546,7.5,3.1.3.57; 3.1.3.7
C4LSN1,7.5,2.7.1.23
O08841,8,1.8.3.2
D7PGW0,7,1.1.1.195
Q5LRT0,7.5,6.2.1.44
Q9X6Z2,10,4.2.2.2
Q9ZBB0,6.7,1.13.11.66
Q69JW3,5,
C1J0N9,7.3,1.14.14.82
P73335,6.8,3.1.1.96
A9ZRX3,5.5,2.4.1.5
A0A386YJ14,6.5,3.2.1.73
Q46857,7.5,1.1.1.346
E9AMH6,6.5,3.4.22.15
V9Q624,7,3.1.1.11
P08904,6.5,3.1.27.-
Q72HW2,5,1.10.3.2
B8H6N5,8,2.4.1.4
Q8PVV3,7.25,1.5.99.15
F6HB41,8,1.17.1.8
B5IEU6,7,4.1.2.4
A0A1B1W6Z7,7.25,2.1.1.88 ; 2.1.1.283
