uniprot_id,ph_optimum,ec_id
A0A385J6Y9,7,4.2.3.89 ; 4.2.3.57
P13255,9,2.1.1.20
E8WYN5,6,4.1.2.10
Q9RBP4,8.75,4.4.1.34
P15531,8,2.7.4.6
Q6AYK3,7.7,5.5.1.4
B3VS85,7.5,3.1.1.75
Q9HVF1,7.5,1.1.5.4
Q8PYS1,7,2.5.1.81
A7BFV8,7.5,2.3.1.50
C4PKL2,5.25,3.1.3.8 ; 3.1.3.26
P0CB51,6,3.2.1.14
Q75R32,5.5,3.2.1.132
Q58431,7.6,4.4.1.28
M1EY73,7.5,1.14.13.128
B6HI95,9.4,1.1.1.12
Q55949,7,3.5.5.7
G0GBL0,7,5.1.3.11
Q58407,8.5,6.3.2.32
D9PU79,8.5,4.2.1.1
B7ZF10,7,3.1.1.7
P43490,7.5,2.4.2.12
Q64428,7.2,1.1.1.211
P9WIQ1,7.5,5.4.99.9
P06133,7.45,2.4.1.17
B6EIU7,8,4.2.1.1
P19356,8,2.5.1.61
P13284,4.5,1.8.-.-
A0A0A1H8D7,7.5,5.1.3.11
A0A0U2D6P6,6,3.2.1.4
F6L7B5,5.5,1.10.3.2
Q5B7W2,6,3.2.1.25
O69054,8,1.20.1.1
Q01682,4,3.1.3.100
P9WHQ9,7.4,2.4.2.8
O31678,7.5,1.7.1.13
Q2VAZ3,7.5,2.3.1.74
C6XY24,7.5,3.2.1.180
Q7XN11,8,2.6.1.19
Q5MY95,7,3.6.1.5
Q6PQJ9,7.8,1.3.1.3
F4JFU8,5.5,3.1.1.-
Q7X478,7.6,1.3.1.6
B6EY09,4,3.2.1.37
I0CKV2,7,3.1.1.3
A5FA14,8.4,5.1.3.11
Q99321,7.05,3.6.1.52 ; 3.6.1.60 ; 3.6.1.10
Q581U6,7.2,3.1.2.6
A0A0E3SSZ6,8.35,1.1.1.42
P93594,5,3.2.1.2
A0A0H3GB68,8.3,4.2.1.1
Q93X45,7.5,3.4.11.9
O74725,8.5,6.2.1.2 ; 6.2.1.30
B1NLD4,7,3.2.1.1
Q9SY73,7.5,1.1.1.-
Q5SHZ3,9,6.3.2.4
Q84F26,7.35,6.1.1.11
P29079,8,5.1.1.13
Q58653,7,2.7.8.28
Q7RVT0,6.5,4.2.1.66
Q9GZX7,7.7,3.5.4.38
A0A399G7U0,7,3.2.1.37
P56544,5.8,3.6.1.7
O43570,7.5,4.2.1.1
H9DV62,8,2.3.1.74
A0A0K2S4R5,6,3.2.1.78
P09417,7.5,1.5.1.34
Q9ZZX1,9.5,3.1.-.-
A0A3R0A696,5.5,3.2.1.55
O34788,6.5,1.1.1.4
A0A0U1RGY0,8.5,5.1.3.14
B6ECN9,9.6,1.2.1.19
Q76CE8,5.8,
A0A0A7ANT1,8,5.5.1.12
P25098,7.4,2.7.11.15
Q8L7K9,6.55,1.1.1.39
Q9BZM2,7.5,3.1.1.4
Q16831,7.6,2.4.2.3
Q1XAT8,8,4.1.1.31
Q96Z02,9,3.1.1.1
Q22942,10,2.7.1.32; 2.7.1.82
P24205,7,2.3.1.243
Q15181,7.4,3.6.1.1
D4GXZ3,7.5,4.1.1.99
Q8NIN8,6.5,3.1.1.3
Q94KE3,7.5,2.7.1.40
P77674,5.4,1.2.1.-; 1.2.1.19
A0A2N5WD20,8,7.5.2.6
P61872,8.2,3.1.1.3
P36938,9,5.4.2.2
Q9S4K9,7.6,4.1.3.3
Q06902,3,3.4.23.18
Q9S227,9.25,1.4.1.1
O32765,5,1.1.1.27
C0BWQ2,7.5,1.1.1.176
P61502,8.2,1.15.1.1
G5ELM1,5,3.2.1.97
D8QTR2,6.25,3.2.1.208
Q9LDF2,7.5,2.3.1.297
A0A077EWA5,8.8,2.1.1.336
B6SZW0,6.75,1.3.1.75
F5BWX4,5.2,4.99.1.8
C9E261,8.7,1.1.1.22
B2LME2,9.25,1.1.2.10
Q6T857,6.5,3.4.22.15
P0DKY4,7.65,5.1.3.11
A0A2Z5J5J9,7.6,4.1.99.13
A5UJ76,6,1.5.1.40
B0S6T2,7.5,
P9WN67,8,5.1.3.2
Q5ZC82,6.5,3.2.2.n1
A4XES9,8,1.13.11.82
P28352,7.75,4.2.99.18
A1YZ22,2.75,3.4.23.5
Q9GV16,3.25,3.2.1.123
A3F9M7,8.5,2.4.1.19
D8KIT5,8,3.6.1.67
A0A4D6BT21,6,3.1.1.117
Q9STS1,9.5,1.2.1.19
Q09927,8.75,2.3.1.271
A0A067XR63,5.5,3.2.1.151 ; 2.4.1.207
P0CZ17,6.8,3.5.1.1
P9WIC5,7.5,4.1.3.40
A0A0X9SHN5,8,4.2.2.-
Q9AF95,8,1.1.2.9
B7J950,6.5,1.-.-.-
Q58249,8.1,2.7.7.102
O30144,7.5,7.3.2.5
A3DJL8,8.5,3.1.1.11
Q9UMR5,7,3.1.2.-
P96107,7,3.2.1.1
Q077R2,6.75,2.4.1.305
A3MTU1,7.5,1.2.1.59
P14740,7.4,3.4.14.5
Q2EMT4,7.5,2.4.99.21
A0A805Z5R7,6,3.5.1.-; 3.5.1.24; 3.5.1.74
Q6ZXJ1,7.5,2.7.11.11
Q49161,8.5,1.2.7.4
Q9SU14,8.5,3.6.1.-; 3.6.1.13; 3.6.1.22
A5VK58,6.5,2.4.2.6
Q8U2I1,7,2.4.2.1
Q4WD43,7.6,1.5.3.-
P41903,8,3.1.2.2 ; 3.1.2.20
Q95M12,5,3.4.22.34
Q8VWZ6,7.5,3.1.3.57 ; 3.1.3.7
Q8R1G2,7.4,3.1.1.45
A0A068PC52,4.5,1.11.1.13
Q9N2D3,2,3.4.23.3
I2FFE9,8.5,2.1.1.232
Q9HWM8,7.4,1.1.1.4
D0UD38,7.2,6.1.1.11
A0A2P1IUY8,7,1.3.99.4
Q48255,7.35,4.2.1.10
A5U6Y7,7.5,3.2.2.28
Q9MAH3,6.8,4.2.1.130
P43095,5,3.4.23.24
Q2FUA9,7.5,6.3.2.36
Q841V6,6,3.2.1.55
Q9FD71,9.8,2.3.3.10
A0A0D4BS77,8,2.1.1.47
Q7S3U4,7,1.1.1.184
Q4WBR2,4.5,3.2.1.75
Q9C666,7.8,2.3.1.48; 2.3.1.87
P28625,5.25,1.1.1.265 ; 1.1.1.1
O35016,6,3.1.3.48
P54471,8,2.1.1.217
Q9LKJ3,7.5,2.4.1.1
B8NTZ9,7,1.2.1.101
P04825,8,3.4.11.2
Q59288,8,4.2.2.5
P0A9Q9,9,1.2.1.11
A0A223K4L6,10,4.4.1.13 ; 5.1.1.10
A7MAS5,9,2.4.1.-; 2.4.1.185
K9K7W3,7.5,2.4.1.13
C1L318,6,2.4.1.120
P0A1E3,7.5,2.5.1.47
A0A059SVJ4,5.5,2.4.1.207
P40884,7,3.2.1.10
Q0JRM8,9.25,3.1.1.3
Q9LY14,7,1.8.4.11
P56707,6,2.1.1.280
Q2V6K1,7,2.4.1.177
P50362,7.8,1.2.1.59
Q9RUV0,6.5,3.1.3.60; 3.1.4.16
Q9P8J1,7,3.2.1.8
Q8GRC8,9,4.1.3.41
P47989,7.5,1.17.3.2
Q06327,6,1.13.11.58
W5FJN8,8,1.3.2.3
Q58839,6.5,3.1.-.-
Q91UZ5,7.75,3.1.3.25
Q9SRL4,6.5,3.2.1.96
A5FBI1,6,3.2.1.11
Q62120,7.4,2.7.10.2
G3LUK8,9,3.4.21.4
A5JTM5,7.5,3.8.1.7
Q8IWW8,7.5,1.1.99.24
Q2RK58,7.6,2.3.1.222 ; 2.3.1.8
A0A077YGC3,8,3.1.1.20
P0A9B2,10,1.2.1.12
O20250,8,2.2.1.1
Q9NWW6,7.7,2.7.1.173
Q869N2,7,2.7.11.7
H2EIY3,4.7,3.1.1.32
Q5VB49,7,2.2.1.6
C0HJB3,4.5,3.2.1.24
Q6KF36,7.5,3.1.2.6
D8M176,3.5,3.4.22.34
D7P5V0,7,1.14.13.215
P74334,7,1.13.11.75
Q108T5,8,3.2.1.153
Q9WVE0,7.5,3.5.4.38
O52185,8,7.4.2.8
Q7Z1V6,6,3.2.1.8
O49855,6,3.1.3.2
Q9FDQ9,7.5,2.4.1.1
P37744,8.25,2.7.7.24
Q10RB4,3.25,3.2.1.23
Q5L1B7,7.5,1.7.1.13
Q9ZSJ2,7,2.4.2.-
Q16842,6.5,2.4.3.2
P06242,6.5,2.7.11.23
Q8L1Z5,8,5.3.1.1
P36683,8,4.2.1.3
A4URQ8,7.5,3.6.1.45
P19938,9,2.6.1.21
O15382,7.5,2.6.1.42
A8CIU9,8.5,4.2.1.30
D7UQ40,7,5.5.1.20 ; 1.1.3.42
P73832,7.5,3.4.15.6
A5HV13,9,1.13.11.88
Q9HK44,8,2.7.1.186
P44774,8.8,1.1.1.25
Q2V0H1,8.2,5.1.1.18
D0C7J2,7,1.1.1.17
Q9HA64,7.6,2.7.1.172
Q93NG1,7.1,3.5.1.111
Q8GVD0,5.5,3.2.1.206
Q7MAW0,7.5,1.3.1.10
P19531,5.75,3.2.1.133
Q9V011,7.6,6.1.1.10
A0A5B8TZA8,8,2.6.1.5
Q61955,7.7,3.4.21.118
E5FGC5,6,3.2.1.14
O35082,5.5,3.2.1.31
Q04179,7.5,3.2.2.3
Q9MAH0,8.5,4.1.1.31
P42719,10,2.4.2.10
Q8AAK9,7,3.2.1.18
Q7CP78,8.7,3.5.99.10
E2GHW5,5,3.2.1.55
F2X5L9,9,1.13.11.39
Q32P41,7.5,2.1.1.228
Q8SA63,7.7,4.2.3.57
Q93J76,9,4.2.2.2
A9UIG0,5.5,3.2.1.21
Q8L163,5.5,2.4.1.230
A0A1S1GKD7,7.5,3.1.3.12
W8CJT2,7,2.4.1.19
K7XQ68,7.5,2.1.1.240
A3DIH0,6,3.2.1.55
Q8NLB6,7.5,1.14.13.24
B2G3G6,7.85,6.1.1.19
Q9H832,7.5,2.3.2.23
O65390,5.5,3.4.23.-
A1BCD5,7,1.5.1.39
Q64565,10,2.6.1.18; 2.6.1.40; 2.6.1.44
Q81DR3,7,3.1.2.4
Q9RXX6,9,3.6.1.15
Q54KB7,7.375,1.4.1.3
H7C6Z9,6,3.2.1.217
E6UBR9,6.5,2.4.1.319 ; 2.4.1.281
Q9NR20,7.4,2.7.12.1
P06858,7.7,3.1.1.34
Q9PCF4,7.4,1.11.1.28
Q9XYQ1,7.2,2.7.1.159
Q8TGW8,4.5,3.2.1.14
Q078T0,7,1.14.13.63
Q58540,5.5,3.1.3.71
Q9SKT7,7.05,1.6.5.9
Q53I75,7,2.4.1.19
Q5UB52,8.8,3.1.8.1
Q76KC2,8,1.1.1.107
O50173,8.25,3.5.1.134
Q9CZR2,7.5,3.4.17.21
Q7WT42,7.5,2.7.1.7
A0A2H4Z8F4,6,3.2.1.35
O24529,8,2.1.1.150
Q7SCE9,5,1.14.99.55
P94293,3.5,3.2.1.15
A7J2C6,5.5,3.1.1.6
P47047,7.5,3.6.4.13
Q709M1,7.5,2.7.11.1
A0A077JIE7,7.4,3.5.1.97
P0C037,7.3,2.4.2.4 ; 2.4.2.2
Q9X1P5,6.5,4.1.2.4
P00953,8,6.1.1.2
O00154,7.4,3.1.2.2 ; 3.1.2.20
P42738,8,5.4.99.5
P34037,8,2.6.1.9
A9XWD7,6.5,1.3.99.4
A0A0U1YLU5,7,1.1.3.9
Q7CIZ7,4.5,3.1.3.26 ; 3.1.3.8
D8R1Y1,8,5.4.99.5
P00591,8,3.1.1.3
U6BYK3,8.5,3.5.1.61
P32189,7.2,2.7.1.30
A0A0G3BIB7,7,4.2.3.121 ; 4.2.3.119
P39099,5.5,3.4.21.107
F9VNB1,7,4.1.99.3
Q8X268,5.75,2.4.1.19
P00698,6,3.2.1.17
O66990,8,3.5.2.3
G2QH47,5,3.1.3.8
Q4Q0M0,7.2,2.7.9.3
C0STY1,7.4,1.7.1.6
Q2BN77,9,1.2.1.73
P96558,7.5,2.4.1.311
E9AWJ0,7.5,2.4.2.6
P16550,7.5,2.7.7.5; 2.7.7.53
G1UII1,11,1.4.1.16
Q9BRR6,7.5,2.7.1.147
A0A3G4RI75,7.5,2.7.1.2
Q7S5W9,8,2.1.1.71
A0A075BSX9,7,1.5.3.5
Q8IB06,8,2.7.4.3
Q6T1W6,7.4,2.6.1.90
Q9FA38,8,4.2.1.147
Q9KJF1,6.2,1.1.1.429
Q6L2X4,5,3.2.1.20
Q9ZNM8,8.5,3.4.21.26
Q8RDL1,5.5,3.2.1.20
P21777,8.4,2.7.1.11
Q5CAF4,7,1.1.1.207
Q0QWG7,8,3.4.17.1
P0A6I6,6.95,2.7.7.3
O62855,4.6,3.1.22.1
O22683,7.7,4.2.1.104
C4M2I2,7,2.7.1.4
Q8KLK7,7.5,1.13.11.80
Q29550,8.1,3.1.1.1
L0ECT7,7.5,5.3.1.14
O88867,7.9,1.14.13.9
A0A140N3B4,8,5.3.1.12
Q9RY71,9.25,3.6.1.-
Q8J0I9,5,3.2.1.75
P30419,7.45,2.3.1.97
H8XA83,6.5,1.1.1.214 ; 1.1.1.168
Q6T5D1,7.7,1.1.1.40
Q4PNI0,8,1.13.11.63
P25779,6.5,3.4.22.51
O15527,7.45,3.2.2.23
P25627,7.5,2.1.1.309
Q70DU8,8,1.2.1.3
A2Z7C4,7.4,1.13.11.53
Q92451,4,3.2.1.22
K7WYY0,8.25,4.1.1.15
Q8C1F4,5.8,2.4.1.174
E5DD06,10,1.1.1.198
Q47RJ6,8,3.1.1.3
Q27535,8,2.7.3.3
P9WMZ5,7,2.4.1.345
Q99UN8,6.8,2.3.1.39
P9WIC3,6.5,4.2.1.51
Q9YBL2,7.1,2.5.1.65
Q0QLE6,7.4,5.3.3.6
R4N4U2,8,3.5.1.23
I6XEI5,8,3.2.1.17
B9MKT4,8.5,4.2.2.2
P48147,7.75,3.4.21.26
Q9P2T1,7.633,1.7.1.7
Q9Z2L6,7.4,3.1.3.62
Q7T1T4,7,3.4.24.-
P23316,7.75,2.4.1.16
Q70PR7,7.8,2.3.1.160
A0A0N7E7X2,5,3.2.1.4
Q8ZKE6,7.5,2.3.1.280
E7CYP8,7.4,1.14.13.24
Q06069,7.4,1.14.15.8
Q5SJ01,7,2.2.1.6
A0A097ZMZ1,9,1.1.1.51
H3JQW0,8.75,1.14.13.160
P28332,10,1.1.1.1
P93184,7,1.13.11.12 ; 1.13.11.33
Q96A11,7.5,2.8.2.-
Q8WZD7,4,3.2.1.4
Q811Q1,7.5,3.2.2.27
P50900,5.5,3.2.1.91
Q8NP73,8,5.1.1.7
A0A0K1P4J7,6,3.2.1.73
Q3LB11,8,6.2.1.25
B2AVF1,4.8,1.14.99.54
Q5H7M8,6.5,3.2.1.99
A0A0E3D8K7,8,3.5.5.7 ; 3.5.5.1
Q9M571,8.15,2.1.1.103
P22983,6.9,2.7.9.1
Q9LYG3,6.8,1.1.1.40
P63086,7.3,2.7.11.24
F6KV62,7.3,2.1.1.157
Q9XT99,7.4,2.8.2.1
O29428,7,1.16.1.10
P37251,7,2.2.1.6
B1VC16,6.5,2.4.1.19
O68252,8,1.21.99.5
Q9WYD1,9,2.2.1.2
Q5U789,7,3.1.3.93
Q08IT7,7,3.2.1.21
Q97VD6,7.5,3.4.19.1
Q9Y2J8,7.6,3.5.3.15
Q7UDT4,8,5.3.1.4
Q1JU59,6.5,4.1.1.22
P38138,6.3,3.2.1.207
Q7YTB0,7.5,3.1.3.-; 3.1.3.48
A0QNZ7,8,3.1.1.23
Q6ZD89,7.8,2.1.1.4
Q8LP20,7.5,1.14.14.81
A0A1C9EFW4,7,1.10.3.2
B6VGJ3,9,3.1.1.3
Q948T6,7.25,4.4.1.5
Q9Y8Y1,6,1.1.1.184
Q86D28,7,4.4.1.11
D3UAG5,8,2.4.1.357
A1YR25,6.5,3.2.1.1
P38013,6.5,1.11.1.24
P31441,6.75,3.5.4.2
F8AEP0,6,3.5.1.4
P28274,8,6.3.4.2
K7WQ45,8.25,2.5.1.142
P9WG49,7.8,5.6.2.1
A0A1L9P8I4,5.75,3.2.1.52
P47820,8.15,3.4.15.1
Q52MQ5,7.1,2.7.1.105
C4PG45,5,3.2.1.40
A0A481MY41,5.5,2.4.1.10
Q4A0J4,7,3.5.1.5
Q9I1H0,7.5,6.2.1.67
H2BIV4,4,2.4.1.15
A1YQE2,7,3.2.1.28
O05510,8,2.7.1.4
L7NCQ3,6.75,2.3.1.220 ; 2.3.1.151
A9PHY8,8,1.8.1.7
P0C0Q1,8,3.4.21.19
O58802,11,1.1.1.3
P12007,7.7,1.3.8.4
Q24K62,6.5,5.5.1.19
P0AEZ1,6.35,1.5.1.54
O58801,6.8,2.7.1.23
P80909,9.7,1.2.7.7
F6KV61,7.3,2.1.1.156
O87172,5.5,2.4.1.25
P13266,9.5,2.7.7.43
A8JHB7,8.5,4.1.1.106
A0A1P8VFW8,8,1.2.1.19
D3Y5N8,8,2.4.1.91 ; 2.4.1.115
Q8RLT5,7.5,1.3.99.4
Q97UI1,6.5,3.2.1.31
Q0PAS9,7.5,2.1.1.226
Q9A9Z0,9,1.1.1.175
P9WQN9,7.5,2.3.1.122
Q3TRM4,8.5,3.1.1.5
P00751,7.35,3.4.21.47
D3U1D9,10,1.1.1.313
P82593,5.5,3.2.1.55
Q96E22,8.5,2.5.1.87
O09046,4,1.4.3.2; 1.4.3.25
P74569,8,2.7.2.4
P55135,7.5,2.1.1.190
Q06121,7.5,4.1.1.48
A0A0F7KL65,9,3.1.1.3
B7J3E3,2.5,1.8.2.2
O29852,7.1,1.6.3.3
Q04178,8.5,2.4.2.8
P09237,7.55,3.4.24.23
P48407,6,2.3.1.146
Q81EK9,6,3.5.1.104
Q670W0,8,3.1.1.3
E9ND19,7.5,1.1.1.284
A3DIJ8,8.75,3.6.1.25
Q6F3I7,8,3.4.14.5
P0DO35,6.9,1.14.14.-; 1.14.14.51
Q672W7,8,3.5.1.88
Q10MC0,7.5,3.2.1.26
P02592,7.6,1.13.12.24
A0A1B1FIV8,7,3.1.1.7
Q21KE5,7,3.2.1.73
P05655,6,2.4.1.10
P9WKI7,8.125,1.1.1.205
Q9SBA5,7.5,2.7.1.159 ; 2.7.1.134
P06621,7.4,3.4.17.11
C4L2T5,6,6.3.1.2
P73133,9,2.6.1.19 ; 2.6.1.11
L0N5C4,8.5,4.3.1.16
P00327,8.5,1.1.1.1
Q46002,6,3.2.1.4
O23887,7.5,1.2.3.7
F9ECN6,9,3.1.1.73
Q6YLS3,7.5,1.14.14.81
F4K5W8,5,2.4.1.13
A0A346PYQ5,6,3.2.1.73 ; 3.2.1.4
P0DUN2,8,3.1.1.4
A8JC04,7.9,2.7.2.3
B3VSG7,4.75,3.2.1.8
Q9H999,7.5,2.7.1.33
Q8R5M5,6,4.1.1.45
Q9CA40,8,3.6.1.67
B2LWN3,7.6,3.2.1.8
A1B856,7.5,1.3.8.4
D1MX70,7,1.5.1.3
A0A3D9VCI6,6.6,4.2.2.1
P53934,7.25,2.1.1.22
P37869,8.15,4.2.1.11
P61136,7.75,2.7.4.6
Q9A0T3,5.5,3.2.1.180
A6WFI5,8,3.1.1.74
Q8T638,7,2.1.1.-
P43126,6.8,1.5.1.39
F4H413,5.5,3.2.1.4
Q9FR51,6,2.4.1.207
P0A0A5,7.5,2.3.2.17
Q9XI62,6.5,3.6.1.5
B1B389,5,4.1.1.15
A0A2Z4RCL2,7.4,5.4.99.16
P86029,8,1.13.11.1
P20261,7,3.1.1.3
I3QNT6,5,3.5.1.24
Q9M2Y8,8,4.4.1.14
P10937,7.9,2.1.1.28
Q9M1V2,7.5,2.8.2.-
Q6QQP7,7.8,1.1.1.298
A9ZPH9,8,6.3.4.12
O34667,7,4.4.1.21
Q10588,6.5,3.2.2.6
P42575,6.5,3.4.22.55
P31749,7.5,2.7.11.1
P37794,7,3.5.1.105
Q9HTR2,5.233,3.1.3.75
A0A6B7HCZ2,6.4,1.1.1.206
A5HUN0,8.5,5.1.1.18
A0A0C5PRQ1,8,3.4.24.21
P21890,8,1.18.1.2
A9X7L0,8,2.1.1.111
Q57079,6.7,7.2.4.3
Q2V6J9,6.5,2.4.1.91
Q9C5Y0,6.5,3.1.4.4
Q6BE01,3.5,3.2.1.94
A8BBP6,7.5,6.2.1.45
Q5JIZ3,9,2.5.1.128
P0DPE4,7.375,1.5.1.43
Q88Z02,6.5,4.1.1.11
P32823,8,3.2.1.14
I3DTP3,7.7,5.1.3.1
Q2F5M8,8,2.6.1.52
Q45NB4,7.6,6.3.1.2
Q1KLK1,6.5,2.8.3.22
P0AE18,7.5,3.4.11.18
C5NU54,7,3.5.2.19
Q0JB48,6,2.4.1.215
A0A0H3LKL4,7.5,1.14.13.114
Q9AJC6,9.5,1.4.1.18
Q2PCE2,3.75,3.2.1.20
A0A0G2QUN1,4,3.2.1.200
O54857,8,3.1.3.67
O35303,7.5,3.6.5.5
A4ADB8,7.5,1.1.1.41
G2IJ05,8,2.1.1.341
Q4FP19,7.5,6.2.1.44
Q47QG3,6,1.14.99.56 ; 1.14.99.54
I3E3X0,7.2,1.1.1.17
B5U990,4,1.11.1.13
E2G4I9,5.5,1.1.1.365
P34913,7.275,3.3.2.10
W1Q801,6.5,1.17.1.9
Q99P30,8,3.6.1.-; 3.6.1.77
P24855,6.8,3.1.21.1
P11275,8,2.7.11.17
P0CT88,6,3.1.1.117
U3U992,8,2.4.1.323
P56517,7.5,3.5.1.98
S5N020,7.1,4.1.3.24; 4.1.3.25
Q9Y697,8,2.8.1.7
C0LIF8,6.5,3.2.1.26
Q08777,7.5,
W6HUT3,7.5,4.2.3.-; 4.2.3.113; 4.2.3.114; 4.2.3.115; 4.2.3.15
P9WIU7,8,4.1.1.20
G3Y683,7,4.2.1.68
Q5BJZ6,7.25,2.1.1.22
Q8RWE8,7.5,2.7.7.69
P30298,7.5,2.4.1.13
A0A6L7H4J4,7.5,2.3.1.5
A7LGL0,7.5,1.1.3.6
I3QNS7,6,3.5.1.24
P04718,8,4.1.1.39
Q67YC0,8,3.6.1.1
Q8IQV0,8,2.7.7.43
Q9FUB7,7,2.3.1.74
D0UHB3,6.5,3.2.1.78
P81661,7.7,3.4.21.74
Q12362,8,5.4.99.28
Q5LW89,8,4.4.1.3
I4DHV7,4.5,3.6.1.9
Q8RX55,6.5,2.4.1.-
A4QUT2,5.517,1.11.1.21
Q9SV43,8.5,3.1.1.23
A0A6H0MBW1,3.5,1.11.1.19
P00505,8.5,2.6.1.1
U4KJC3,9,1.7.3.3
A8IJ34,7.5,2.1.1.142 ; 2.1.1.143 ; 2.1.1.41
Q52VH2,8.5,3.4.11.25
O09008,5,2.4.1.222
A9AYF3,7.3,5.1.3.11
P03951,7.45,3.4.21.27
P07858,6.1,3.4.22.1
B6E623,7.5,3.4.24.25
O50660,7.5,4.2.2.3
A0A1L2F0V9,5.6,5.3.1.4
O24721,7.5,1.13.11.38
Q61847,7.5,3.4.24.63
A0A068EUE1,8,1.8.1.7
Q2QPW1,7.5,2.7.4.8
Q66CJ2,8,3.5.1.1
Q9K5F2,7,3.1.1.72
Q846Q0,7,3.2.1.73
A0A4S2BJW1,8.5,5.4.99.16
P0DXE2,7.4,1.17.3.5
Q9LAH7,7.75,3.1.1.2
Q6ZXC0,6.2,3.4.17.19
Q8IIB7,8,2.7.1.82
P50076,6.5,2.4.1.256
A0A068B4M2,6,3.2.1.51
B1KD89,8,2.7.1.2
Q92Y75,8,3.5.1.16
Q6TQT1,6.6,1.1.1.219
D1MX73,5,4.1.2.47
Q9XEN6,7,3.2.1.14
P68747,8,2.1.3.3
Q9KJY8,8,2.7.8.24
Q9ZFH0,6.9,5.1.3.37
Q89CN5,8.4,2.5.1.44
Q9SPP9,5,3.2.1.125
C4PKK7,5,3.1.3.8
E1CJT1,5,3.2.1.20
P30871,8.5,3.6.1.25
A0A0U4MRI4,8,5.1.1.18
B9WPN8,5,3.1.1.45
A0A0F4THK8,7.3,1.2.1.16
Q93Z53,7.9,2.7.1.40
H0QPM1,7.5,4.1.99.-
P9WG37,6.5,4.1.1.72
P42762,7.5,3.6.1.-
P19113,6.8,4.1.1.22
J7HDV0,8,5.6.2.3
P43133,7.5,3.4.24.28
P39002,7.7,6.2.1.3
A9ZPJ7,7.5,2.3.1.64
Q5JJ82,8,4.1.1.11
Q9LXT4,9,1.13.11.20
Q8NS80,7.375,3.1.3.15
Q9I2A0,7,4.1.3.26; 4.1.3.4
Q9LL59,7.5,3.1.30.1
A0A0G4DBU7,6.6,4.1.1.57
Q9UBK8,7.5,1.16.1.8
Q7ZAH1,7.5,2.7.1.1
P39107,7.5,2.4.1.232
P09394,9,3.1.4.46
Q9FIZ7,9.5,3.5.2.9
Q7G191,7,1.2.3.1; 1.2.3.7
F7YUS1,6.5,3.2.1.131
Q8T8D9,8,5.4.2.9
O28028,8.5,6.3.2.31 ; 6.3.2.34
A0A1Z2QRE2,7,4.2.2.3 ; 4.2.2.11
Q9SD85,7.4,1.14.14.82
Q8VIJ5,6.4,3.2.1.169
A0A0E3GVY6,7,3.1.1.79
B3VTL5,9,1.13.11.39
Q9NP78,7,7.4.2.6
A0A023I7E1,5.5,3.2.1.39
P77398,7.75,1.1.1.305
Q04983,6.6,1.3.1.12; 1.3.1.43
G3Y8T6,7,4.2.1.6
O67060,8.5,2.7.1.148
Q9D2E1,7.4,2.7.11.1
Q6STF1,8.8,1.4.3.2
F5B9B9,5.5,3.2.1.15
P19881,7,3.1.3.18
Q45691,6,3.2.1.73
D1ABU6,6.75,5.4.99.16
A7LBQ4,7.4,1.13.11.1
Q9N2D2,2.5,3.4.23.4
O67010,7.5,2.1.1.215
Q9ZSD6,7.5,3.4.19.5
Q8TWU6,7.9,3.5.4.35
F8U969,7,4.2.1.76
Q0K9H3,8,3.1.1.22
A0A192GPZ8,6,3.2.1.1
Q58272,7.1,5.3.3.2
P15474,7.5,4.2.1.10
Q81A42,8.5,4.2.1.135
Q51739,8.4,1.2.7.5
P09936,7.6,3.4.19.12
Q3L245,9,1.1.99.29
Q9AVJ9,8,2.1.1.159
Q45NB7,7.6,6.3.1.2
P52209,7.6,1.1.1.44
P96318,7,1.1.1.42
Q42563,7.45,2.4.2.7
Q58989,7.5,3.1.3.3
Q9LYU4,8.25,6.3.2.-
Q08352,7,1.4.1.1
Q7XR83,8,1.14.11.-
D4P4Y7,5.5,3.2.1.1
Q4A0J5,7,3.5.1.5
P32377,7.4,4.1.1.33
Q6ARU5,8,2.7.7.65
Q8GTM3,8,3.1.1.14
Q9K498,7.5,4.2.3.37
A0A172EJV6,4,1.1.1.153 ; 1.1.1.325
Q6K2E8,7.5,2.2.1.6
Q6T1F5,7,2.1.1.68
P00191,7.4,1.14.14.16
A0PCH8,4.625,3.2.1.20
Q9XEH9,6.8,4.2.3.19
Q58499,6.5,4.2.3.153
D4GTL2,8.5,2.3.3.9
P96559,9,2.4.1.310
V9SDP6,7,1.1.1.1
Q8MP06,7,1.14.13.101
A1B9E3,7.4,1.6.5.2
D9MZ14,7.5,3.2.1.1
A0A2Z4P5B1,3.75,1.1.1.307
Q79EM8,7.5,4.1.2.34
D7NPL0,5.5,3.2.1.81
D1CCW1,8.5,2.6.1.42
Q8LNZ3,8,5.1.3.2
P32746,7.5,1.3.5.2
F8G0M4,8,1.14.13.163
A9KQ75,6.5,2.4.1.211
O06478,7,1.2.1.28; 1.2.1.67
A8D008,7.4,5.4.2.2
E7E815,7,3.4.22.28
A0A2U8LMQ1,7,3.2.1.37
O50325,8.5,4.2.2.2
A4IQU1,8,4.1.99.14
P15636,8,3.4.21.50
B1HP60,7.2,2.7.4.1
Q8GU20,5.1,3.2.1.105
C9WCQ1,7.75,3.2.1.147
P13650,7,1.1.5.2
A0A2U9GGW3,8,4.2.99.24
Q6RHX7,6,2.4.1.207
A2RNG5,7.5,2.7.2.1
A0A076VF18,7.3,3.7.1.2
